document_id,engine,ground_truth,ocr_text,cer,wer,time_ms
AHTD3A0047_Para4_4,EasyOCR,لزمتك سألت راجع هل بلغ أصحابنا  ع ك  ث خ د ب س ش د غ ه أننا في الحج هل,دول دف ٦ز١ 1 باع دا تن ضا ب س س مألت رابع هل للح لر دىزل ٦ معا الحج ضا,0.7429,0.9524,7084
AHTD3A0047_Para4_4,PaddleOCR,لزمتك سألت راجع هل بلغ أصحابنا  ع ك  ث خ د ب س ش د غ ه أننا في الحج هل,"كنحزل ح ١,١ و٢ عاباعمأ .ل لم ي ار ل ا لوء جحلا",0.7429,1.0,322
AHTD3A0047_Para4_5,Tesseract,تعلم أن فائضة الكلمات التاليه لهذا النص مشمش ضراك غيظ  ناح بث نسر,اا ١‏ ريا ناه : نحت التالست يدن الره كيه ن كا ىت ١‏,0.6923,1.0769,333
AHTD3A0047_Para4_5,EasyOCR,تعلم أن فائضة الكلمات التاليه لهذا النص مشمش ضراك غيظ  ناح بث نسر,نار نت عط دراح دعدتردرتى الرما طلد ادمك التالىت نحلب آن فا لد= نس,0.7846,1.0769,6748
AHTD3A0047_Para4_5,PaddleOCR,تعلم أن فائضة الكلمات التاليه لهذا النص مشمش ضراك غيظ  ناح بث نسر,شدورتد تمدسا ددناف ةتلَّلا ن آ رسنم نست ءام ظرع ىر مرلا ١ذص مده,0.8154,1.0769,415
AHTD3A0072_Para2_1,Tesseract,منذ  فتر . طويل[tee]  النتائج  الخطير[tee]  للتصحر وأثر هذه الظاهر[tee] في التكضم[;],"سه + تت . ب ١‏ + سس مر . طوبلم التحائع ١ط‏ ء لل وام بم الطا هر أل ""0",0.75,1.6667,351
AHTD3A0072_Para2_1,EasyOCR,منذ  فتر . طويل[tee]  النتائج  الخطير[tee]  للتصحر وأثر هذه الظاهر[tee] في التكضم[;],مذم الطاقر ث  ؟ الخطرء للحمح طوبلآ مر وأمر النتائح,0.7262,1.0,6480
AHTD3A0072_Para2_1,PaddleOCR,منذ  فتر . طويل[tee]  النتائج  الخطير[tee]  للتصحر وأثر هذه الظاهر[tee] في التكضم[;],رهاطلا رثآو سلا م طلا جئاتنلا هلبوط م رحصلل ج,0.8214,1.0,270
AHTD3A0072_Para2_2,Tesseract,ا[laah]كتصاضي  لهذه البلضان ، وفي الجوانب  آ[laaa]جتماعي[tee]، والسياسي[tee][;],ل“ : وِ عا رحب .8 ًٍِ نا إلا د ١‏ ب : ل ١‏ ار حمصاردو حنا ال,0.8608,2.375,324
AHTD3A0072_Para2_2,EasyOCR,ا[laah]كتصاضي  لهذه البلضان ، وفي الجوانب  آ[laaa]جتماعي[tee]، والسياسي[tee][;],9 إلا حتا دبة انسا البلد ان . دغا ~٢ لامصا دك ١١  ٦٠٠٠٠ الجو,0.7975,1.875,6487
AHTD3A0072_Para2_2,PaddleOCR,ا[laah]كتصاضي  لهذه البلضان ، وفي الجوانب  آ[laaa]جتماعي[tee]، والسياسي[tee][;],لا ةبب ابتح افو ارلملا ىداصَصإل اناوملا الإ,0.8101,1.0,195
AHTD3A0072_Para2_3,Tesseract,، والبيئي[tee]  .وآزاح انتشار هذه  الظاهر[tee]  واستمرار إثارها ، شرعت[;],» وانيسكة وإثاب اتتجارصد ه المطاصر» واصعرا ا ارما د ال عط,0.6164,1.2,316
AHTD3A0072_Para2_3,EasyOCR,، والبيئي[tee]  .وآزاح انتشار هذه  الظاهر[tee]  واستمرار إثارها ، شرعت[;],وا»مراب ا نا رحا الاامر م وازا ر انتما رم~ _السئء 9,0.726,1.2,7902
AHTD3A0072_Para2_3,PaddleOCR,، والبيئي[tee]  .وآزاح انتشار هذه  الظاهر[tee]  واستمرار إثارها ، شرعت[;],ةسلاو ةرهالا هدنحرتا رازإو,0.8219,1.0,199
AHTD3A0072_Para2_4,Tesseract,هذ . البلضان  منذ سنوات  في ودع برامج  مكافح[tee] التصحر أو  التحات[;],,1.0,1.0,260
AHTD3A0072_Para2_4,EasyOCR,هذ . البلضان  منذ سنوات  في ودع برامج  مكافح[tee] التصحر أو  التحات[;],ا ? راج باحه التمح الدان بنه سنوات خ وص,0.8,1.0,5213
AHTD3A0072_Para2_4,PaddleOCR,هذ . البلضان  منذ سنوات  في ودع برامج  مكافح[tee] التصحر أو  التحات[;],ةحما عضواخ جمآر تاو لأ ةفم مصتلا نادللا هآ,0.7857,1.0,320
AHTD3A0072_Para2_5,Tesseract,حتى  كبل انعكاض  المؤتمر الضولي  ا[laae]ول  المعنى بالتصحر في عام .[;],حس ل انععاد المرالدوف الاول جعي بالتفجر تا,0.5714,1.0,316
AHTD3A0072_Para2_5,EasyOCR,حتى  كبل انعكاض  المؤتمر الضولي  ا[laae]ول  المعنى بالتصحر في عام .[;],الدرى الاول تسل انماد الور الآدي ادوال,0.7571,1.0,6979
AHTD3A0072_Para2_5,PaddleOCR,حتى  كبل انعكاض  المؤتمر الضولي  ا[laae]ول  المعنى بالتصحر في عام .[;],راقنا لق ىح لوالا ىولارمتوملا ردصتلا راعملا ج,0.7857,1.0,226
AHTD3A0072_Para3_1,Tesseract,غير أن هذه البرامج كانت تتسم بالطابع  التكني الخالص كما  كان[;],ادا المبعى أكا(زعي ا ناكا أى مز الرامع كات “مم الطايع الى,0.7302,1.0909,335
AHTD3A0072_Para3_1,EasyOCR,غير أن هذه البرامج كانت تتسم بالطابع  التكني الخالص كما  كان[;],ال لا التع  ا2ا آن مذه الراع كات الما لح س,0.6825,1.0,6435
AHTD3A0072_Para3_1,PaddleOCR,غير أن هذه البرامج كانت تتسم بالطابع  التكني الخالص كما  كان[;],دان ابل صلاكا ىصتلا حبالاا تناك حيماربلا هذه,0.6984,1.0,210
AHTD3A0072_Para3_2,Tesseract,نجاحها  محضوضا . ونجح   الكليل من الضراسات فكط في تحضيض  العوامل[;],احا كدمنًا _ونحد الململ ى الدرا ماوت ولاح مم الخواط,0.597,1.0,306
AHTD3A0072_Para3_2,EasyOCR,نجاحها  محضوضا . ونجح   الكليل من الضراسات فكط في تحضيض  العوامل[;],> العوادل ئ الد رابا ث وحه كدورا حا فعات حه الحلىل,0.7463,1.0909,6894
AHTD3A0072_Para3_2,PaddleOCR,نجاحها  محضوضا . ونجح   الكليل من الضراسات فكط في تحضيض  العوامل[;],عامم اوعلا عحو احام تاارا  للهلا ارودكم,0.7612,1.0,135
AHTD3A0072_Para3_3,Tesseract,المحلي[tee]  التي  تكود  مما رسات ا[laaa]ستغ[laaa]ل المتبع[tee] منذ  إ[laaa]ف[;],. . الا ١ * +‏ ِ سه,0.8875,1.0,556
AHTD3A0072_Para3_3,EasyOCR,المحلي[tee]  التي  تكود  مما رسات ا[laaa]ستغ[laaa]ل المتبع[tee] منذ  إ[laaa]ف[;],٠ما ات استفلال امتبعك صم ص ال5 اعله ~اف تمو,0.7875,1.1111,5795
AHTD3A0072_Para3_3,PaddleOCR,المحلي[tee]  التي  تكود  مما رسات ا[laaa]ستغ[laaa]ل المتبع[tee] منذ  إ[laaa]ف[;],"الآ نصوَقت اا l,l هملحا رالفتس",0.825,1.0,289
AHTD3A0072_Para3_4,Tesseract,السنين . وبعبار[tee] أخرى ، لم تتدمن برامج مكافح[tee] التصحر أو التحات[;],امس ويسار ١‏ حون في تمن رايع كافج الضرار كاب,0.6575,1.0,434
AHTD3A0072_Para3_4,EasyOCR,السنين . وبعبار[tee] أخرى ، لم تتدمن برامج مكافح[tee] التصحر أو التحات[;],"1 ,١ برامع بكاعاءً رهً آ حرل ( الثىن , ويسا | ٩؟_ تضهن",0.8219,1.1667,6782
AHTD3A0072_Para3_4,PaddleOCR,السنين . وبعبار[tee] أخرى ، لم تتدمن برامج مكافح[tee] التصحر أو التحات[;],ةفاكم رصلا جمارب نَخ ةرابعيو مض مل,0.8356,1.0,432
AHTD3A0072_Para3_5,Tesseract,سوى  جهوض   كليل[tee]  لمعرف[tee] ا[laae]سباب  ا[laah]جتماعي[tee] [hyp] ا[laah]كتصاضي[tee][;],"رةه ""- |7 مسلا ١١‏ “رحو / لا : بجو",0.8925,1.25,733
AHTD3A0072_Para3_5,EasyOCR,سوى  جهوض   كليل[tee]  لمعرف[tee] ا[laae]سباب  ا[laah]جتماعي[tee] [hyp] ا[laah]كتصاضي[tee][;],؛ } _ ؛ ١ت ا٧ حتاء قلل لدنت لامسحابا جسو بسو,0.871,1.5,10530
AHTD3A0072_Para3_5,PaddleOCR,سوى  جهوض   كليل[tee]  لمعرف[tee] ا[laae]سباب  ا[laah]جتماعي[tee] [hyp] ا[laah]كتصاضي[tee][;],امتحالا بسالةرس ٥ ةرله ىو روج,0.9247,1.0,297
AHTD3A0072_Para3_6,Tesseract,والسياسي[tee][;],,1.0,1.0,295
AHTD3A0072_Para3_6,EasyOCR,والسياسي[tee][;],ا ا ست,0.875,3.0,4198
AHTD3A0072_Para3_6,PaddleOCR,والسياسي[tee][;],,1.0,1.0,43
AHTD3A0074_Para4_1,Tesseract,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال,وص نوحص عظرٌ صْيام بين ررد سلوب ارو طائر خطحو طم علد لت,0.6207,1.0833,312
AHTD3A0074_Para4_1,EasyOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال,"ابو ظافر حععوط ,حلار ب لن ذم نوع عظم مزنالل بمآ ردون",0.7759,1.0,5255
AHTD3A0074_Para4_1,PaddleOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال,الهو ع  فودر ماع صل,0.8103,1.0,378
AHTD3A0074_Para4_2,Tesseract,خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا,م كعيف لبر . با مرائل ابجبى ماح انر ام يلين . عد وصرلنا طئنا,0.4789,0.8667,273
AHTD3A0074_Para4_2,EasyOCR,خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا,~ طننا عن مابع ' مر با ت عرانل فا ر عمىف لاب ا غ بلب دصولنا اتم,0.6761,1.2,6017
AHTD3A0074_Para4_2,PaddleOCR,خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي .  عنض وصولنا طفنا,فينك هزاض لفاوق تاب جبل اففط انلوصو ىسيأرجاص نك ميحكا,0.7746,1.0,351
AHTD3A0074_Para4_3,Tesseract,وسعينا مع  شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها,"د رحا نت تيه سم كار جاري ش اكع"" ملم صر ا كلها ت كا ا سميرا",0.5735,1.1429,346
AHTD3A0074_Para4_3,EasyOCR,وسعينا مع  شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها,"تلما ت لا~ا ج؟ . ار جاري ن اخبعه نتلم ,حونا رعينا ععت",0.6324,0.9286,5342
AHTD3A0074_Para4_3,PaddleOCR,وسعينا مع  شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات لا أفهمها,مل يا يخا يفاج اك سا مك امل ماانوهو انيعسو عص,0.7059,1.0,194
AHTD3A0074_Para4_4,Tesseract,مثل انكد بغلس له الدابط لزمتك.   سألت راجح هل بلغ أصحابنا ط ع ك ,سل انعّص على ثب الضاريا لز صّلم. سرادت را صم حضف بلع لاسا طع نه.,0.619,1.0714,327
AHTD3A0074_Para4_4,EasyOCR,مثل انكد بغلس له الدابط لزمتك.   سألت راجح هل بلغ أصحابنا ط ع ك ,` صعاسا طع لالضابط لزتل  حالتاج حل بلع مل انوضا لعلس,0.5556,1.0,5767
AHTD3A0074_Para4_4,PaddleOCR,مثل انكد بغلس له الدابط لزمتك.   سألت راجح هل بلغ أصحابنا ط ع ك ,ر عط اآحص حلب لص اصلا هفي ادصلأ,0.7778,1.0,407
AHTD3A0074_Para4_5,Tesseract,ث خ د ب س ش ص غ ه أننا في الجح هل تعلم فائضة الكلمات لهذا,ث2 ص ب سو ص + ص ع ما نا ع اج مل تمر نا دذءً لكالات م,0.5614,1.0,353
AHTD3A0074_Para4_5,EasyOCR,ث خ د ب س ش ص غ ه أننا في الجح هل تعلم فائضة الكلمات لهذا,نا ن~ء رلكما ت حل دعر س ا2 2 ضء باسس ب ' صغءا نا $ ز /,0.807,1.0588,5067
AHTD3A0074_Para4_5,PaddleOCR,ث خ د ب س ش ص غ ه أننا في الجح هل تعلم فائضة الكلمات لهذا,هك داعر له وص ص,0.8596,0.9412,120
AHTD3A0074_Para4_6,Tesseract,النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر.,,1.0,1.0,227
AHTD3A0074_Para4_6,EasyOCR,النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر.,اء (  ( ؛ ( غيظ ا درا ع متمس لسصر,0.7073,1.4286,3424
AHTD3A0074_Para4_6,PaddleOCR,النص[col] مشمش  ضراك  غيظ  ناح   بث  نسر.,دش م ر,0.9024,1.0,245
AHTD3A0077_Para3_4,Tesseract,المائي[tee] وحضيك[tee] مينهانغ الريادي[tee] وحضيك[tee] شينتشوانغ وحضيك[tee] مينهانغ[;],م الماش وجمحهح متها نع ثريا فم دمر باد سطنت توأ لس د جر يقح عرز ٠ ١‏,0.8023,2.25,330
AHTD3A0077_Para3_4,EasyOCR,المائي[tee] وحضيك[tee] مينهانغ الريادي[tee] وحضيك[tee] شينتشوانغ وحضيك[tee] مينهانغ[;],عدسها رعد سنتسوا لح دحد ث< ما دت دحدقد مينها نغ لرا فبه > كر,0.8372,1.875,7139
AHTD3A0077_Para3_4,PaddleOCR,المائي[tee] وحضيك[tee] مينهانغ الريادي[tee] وحضيك[tee] شينتشوانغ وحضيك[tee] مينهانغ[;],اوشحيش عل دسر ةيماير غن اهنيم اهنرع ةهدرو ةشال,0.8372,1.125,289
AHTD3A0077_Para3_5,Tesseract,ومركز تشيتشونغ للتنس الخ.  بفدل موكع[tee] في داحي[tee] كريب[tee][;],ومر تثيحت نو للحم الخ . بل وى 2 صاحية تع 7,0.6269,1.3333,291
AHTD3A0077_Para3_5,EasyOCR,ومركز تشيتشونغ للتنس الخ.  بفدل موكع[tee] في داحي[tee] كريب[tee][;],٧ م س- منا حبآ لبمخنل مومعه خ مركر تيتسوع للدش الع,0.806,1.3333,5176
AHTD3A0077_Para3_5,PaddleOCR,ومركز تشيتشونغ للتنس الخ.  بفدل موكع[tee] في داحي[tee] كريب[tee][;],لضب ننتل خةعقوح وسنيبر زكرمو يح ام حلا هيرح,0.8358,1.0,252
AHTD3A0078_Para1_1,Tesseract,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,ذهب تداج مخضا هر »> دشحت رزرث ددا لوا راب ظاخر حلع2ر,0.5769,1.0,299
AHTD3A0078_Para1_1,EasyOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,لر ي رابتص ظامر عطعوم رددن ب طمم ها عا ٢ بصحت لو ذ ٥ب,0.8462,1.3636,6409
AHTD3A0078_Para1_1,PaddleOCR,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط,.راط يبإر وعطع ك ارول نب نووؤر نزه نظ ?ود بطاا تططد,0.8269,1.0909,320
AHTD3A0078_Para1_2,Tesseract,وهلال خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي.,ل ِ َ م ا رظلاد ارح عب نضح . رات رافلا اللنطيع حامج إن جز بلئ.,0.7288,1.3333,374
AHTD3A0078_Para1_2,EasyOCR,وهلال خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي.,حاج ارا حر للحبع . لبرات فوافل عنن للال بلبى للاذح الهجبج,0.678,0.9167,5084
AHTD3A0078_Para1_2,PaddleOCR,وهلال خازن عفيف للحج .  بضأت كوافل الحجيج حاج آثر إخر يلبي.,جاع لفاوق تاربب عزام رالهر جيجلا حيمل ننع,0.7797,1.0,193
AHTD3A0078_Para1_3,Tesseract,عنض وصولنا طفنا وسعينا مع شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات,"عثم رظمولن طفنا رسعينا مع شرن ,ماج جارئ ل النيت بتكل رظر نان كلاح",0.411,0.8667,278
AHTD3A0078_Para1_3,EasyOCR,عنض وصولنا طفنا وسعينا مع شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات,رامر نان بجاماء باري ي ذ رطمولن طنما رسعينا مع سبج بتالم النست مات,0.7671,1.0,4851
AHTD3A0078_Para1_3,PaddleOCR,عنض وصولنا طفنا وسعينا مع شيخ . كان جاري في الخيمة يتكلم وهو نائم  بكلمات,انفط مئانوهر ملكتب انلوصر امكب تينلI يالب جاك انيعسر دمع,0.7534,1.0,220
AHTD3A0078_Para1_4,Tesseract,لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت راجح هل بلغ,لذ ١‏ فريسيء ملل ١‏ نظ تعلين ل الصلالا الإماف . ساد راج ظل لد,0.6102,1.0769,339
AHTD3A0078_Para1_4,EasyOCR,لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت راجح هل بلغ,سالت ابع طل لع لز منت الاط لنض بعلس ل_ ` فسا مثل,0.6949,1.0,4316
AHTD3A0078_Para1_4,PaddleOCR,لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت راجح هل بلغ,ل زلب جج دتمزل ت انحلا سل ىسلعب رضقل,0.7458,1.0,408
AHTD3A0078_Para1_5,Tesseract,أصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج . هل,ُ ١ ٠ 5: م‎ : ١ طء لد كر اخ ها 2 يعس سل صم نر ظ ناك حم . لعل‎ تاحص١ا‎,0.96,1.2222,300
AHTD3A0078_Para1_5,EasyOCR,أصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج . هل,سحلا ا' نا 8 ش ، ٥ ٤ »مااذ٤ل» ،٥ ح ٥ا، ب المج,0.74,1.0,6085
AHTD3A0078_Para1_5,PaddleOCR,أصحابنا ظ ع ك  ث خ د ب س ش ص غ ه أننا في الحج . هل,,1.0,1.0,157
AHTD3A0078_Para1_6,Tesseract,تعلم فائضة الكلمات التالية لهذا النص[col] مشمش  ضراك  غبظ  ناح,تعلى ا ضع الكلمان الو رح زا اللا . فش دلاخ ١‏ عنقامنا؛,0.5645,1.3,279
AHTD3A0078_Para1_6,EasyOCR,تعلم فائضة الكلمات التالية لهذا النص[col] مشمش  ضراك  غبظ  ناح,عذ ا$ دطن _رشمس ظذا الرط الكلما التا ل نا ره لعل,0.7581,1.2,5308
AHTD3A0078_Para1_6,PaddleOCR,تعلم فائضة الكلمات التالية لهذا النص[col] مشمش  ضراك  غبظ  ناح,امظع او تر ىنزلا ازفك تاملكلا ةئاف ل ملعد,0.7742,1.0,334
AHTD3A0078_Para2_1,Tesseract,هل من الممكن لمنطك[tee] حدري[tee]، الصناع[tee] هي كاطر[tee] اكتصاضها أن تكون[;],"لهل سل امكح المطشت حمر , الطنا ع الى ماص اهاري الج كور",0.6709,1.1818,321
AHTD3A0078_Para2_1,EasyOCR,هل من الممكن لمنطك[tee] حدري[tee]، الصناع[tee] هي كاطر[tee] اكتصاضها أن تكون[;],الضناعت 0ى تًاط ء افدهادا ا2 نكرن طلس الممن لنطقت حضذبت,0.7975,1.0,5662
AHTD3A0078_Para2_1,PaddleOCR,هل من الممكن لمنطك[tee] حدري[tee]، الصناع[tee] هي كاطر[tee] اكتصاضها أن تكون[;],وكندأ ?لا رم له اهداهتقا ءرطاق تعاضلا تط ىطه كيرضح,0.8101,1.0,204
AHTD3A0078_Para2_2,Tesseract,آيكولوجي[tee]، أو تبني منطك[tee] آيكولوجي[tee] وتحافظ على على نموها ا[laaa]كتصاضي[;],"- 6 اد كمد ١_٠ م ,أ لبها الاضاد ين",0.8333,1.0,320
AHTD3A0078_Para2_2,EasyOCR,آيكولوجي[tee]، أو تبني منطك[tee] آيكولوجي[tee] وتحافظ على على نموها ا[laaa]كتصاضي[;],نمورا الاقحا د تما فظ عل عاىا د ادتن مطنت ! سلولوجك < ا د لو هط,0.8571,1.7,5935
AHTD3A0078_Para2_2,PaddleOCR,آيكولوجي[tee]، أو تبني منطك[tee] آيكولوجي[tee] وتحافظ على على نموها ا[laaa]كتصاضي[;],يداطتقالا اهومن ىلع لع ظفاصتو يولو,0.8452,1.0,126
AHTD3A0078_Para2_3,Tesseract,في نفس الوكت بالنسب[tee] للبعد، هذا مستحيل، ولكن الذي حضث بالفعل[;],يِ نفس الرنت © بالشح للمين » هذا حستَصِل لك الذي جرت بالفعل,0.4776,0.9091,295
AHTD3A0078_Para2_3,EasyOCR,في نفس الوكت بالنسب[tee] للبعد، هذا مستحيل، ولكن الذي حضث بالفعل[;],مدث بالنعل - رلن الا ( الرتت ? بالسط للمءط`  لدا مسدطل ئ لفس,0.806,1.2727,6126
AHTD3A0078_Para2_3,PaddleOCR,في نفس الوكت بالنسب[tee] للبعد، هذا مستحيل، ولكن الذي حضث بالفعل[;],ركلر ثر اه ه زرلا ليصتسم نفز ايزلا ضعلل ةسنلاب,0.806,1.0,365
AHTD3A0078_Para2_4,Tesseract,هو أن حي مينهانغ نال ألكابا منها [dbq]الحضيك[tee] الوطني[tee][dbq] و[dbq]الحي النموذجي[;],"لمر أن حلي نان بال “لمانا منا “ الخريتّحخ الوطنح_"" را"" الى السررائي",0.5955,1.0909,319
AHTD3A0078_Para2_4,EasyOCR,هو أن حي مينهانغ نال ألكابا منها [dbq]الحضيك[tee] الوطني[tee][dbq] و[dbq]الحي النموذجي[;],"الحدبند الوطنح "" ر"" الحى المرذئ ٠ا منهانو ثال ' لتابا ما ار ان حي",0.809,1.3636,6184
AHTD3A0078_Para2_4,PaddleOCR,هو أن حي مينهانغ نال ألكابا منها [dbq]الحضيك[tee] الوطني[tee][dbq] و[dbq]الحي النموذجي[;],"كنطولا هاره ياو ,١ لان غنانم ايحنرسلا ةفيردحلا ي",0.809,1.0,289
AHTD3A0078_Para2_5,Tesseract,للتخدير على المستوى الوطني[dbq] و[dbq]المنطك[tee] ا[laah]يكولوجي[tee] الوطني[tee][dbq].[;],٠! - 0,0.9778,1.0,269
AHTD3A0078_Para2_5,EasyOCR,للتخدير على المستوى الوطني[dbq] و[dbq]المنطك[tee] ا[laah]يكولوجي[tee] الوطني[tee][dbq].[;],الظمت الا بادلدطبت الدى ع للسذهبر السستوى الوحس=,0.8222,1.1429,5128
AHTD3A0078_Para2_5,PaddleOCR,للتخدير على المستوى الوطني[dbq] و[dbq]المنطك[tee] ا[laah]يكولوجي[tee] الوطني[tee][dbq].[;],يطولا تيطولوكيإلا ةتطملا ربفخسلل ا ىوفسملا ةنطولا,0.8444,1.0,266
AHTD3A0078_Para3_1,Tesseract,شارع تشونغهوا شيانغتشانغ [bro]الكافور الصيني[brc] واحض من اثني عشر شارع[;],: ؛ٍ : ذا اع يا شان لجو طبرا ليا نغتقمائد ) الا نور العسمن ) راهر سر ادق عس رار,0.7973,2.1,317
AHTD3A0078_Para3_1,EasyOCR,شارع تشونغهوا شيانغتشانغ [bro]الكافور الصيني[brc] واحض من اثني عشر شارع[;],ع ~ - سيالعتسانع ) الكانو العسمى  راحد سا شاح دحو دعهرا ساء اثني,0.7027,1.4,4920
AHTD3A0078_Para3_1,PaddleOCR,شارع تشونغهوا شيانغتشانغ [bro]الكافور الصيني[brc] واحض من اثني عشر شارع[;],ءاشرشع ينثآ سرصار روئاكلا يئاشتغن نملا ايس اومغنول عاش,0.7838,1.0,249
AHTD3A0078_Para3_2,Tesseract,اختارت حكوم[tee] شانغهاى أسماحها.  هذا الشارع الذي يمتض [n5]ر[n5] كم وعلى[;],7 الت,0.9474,1.0,229
AHTD3A0078_Para3_2,EasyOCR,اختارت حكوم[tee] شانغهاى أسماحها.  هذا الشارع الذي يمتض [n5]ر[n5] كم وعلى[;],"دعا 0,0 لمىر حكو سا لعائ ا سساا خلا رت 2نا السا ع الل ي",0.7632,1.3636,5241
AHTD3A0078_Para3_2,PaddleOCR,اختارت حكوم[tee] شانغهاى أسماحها.  هذا الشارع الذي يمتض [n5]ر[n5] كم وعلى[;],"ىلع ك ٥,٥ عراشلا ازه رسمل اهءاسىموك اف",0.8158,1.0,262
AHTD3A0078_Para3_3,Tesseract,جانيه أشجار الكافور التي تغطيه كله تكريبا، يذكرك بشوارع مضين[tee] نانجينغ[;],,1.0,1.0,244
AHTD3A0078_Para3_3,EasyOCR,جانيه أشجار الكافور التي تغطيه كله تكريبا، يذكرك بشوارع مضين[tee] نانجينغ[;],دمبباء بنكرلا دبشواع مدبصً نا لجبع ها لب ` شعبار الكامورا لن كل لغهط,0.8158,1.2727,5190
AHTD3A0078_Para3_3,PaddleOCR,جانيه أشجار الكافور التي تغطيه كله تكريبا، يذكرك بشوارع مضين[tee] نانجينغ[;],كركب رابشآ ارقت لك يعت يلا ردالا عصل ان كيدم عراوشل,0.7895,1.0,216
AHTD3A0078_Para3_4,Tesseract,الكضيم[tee].  [dbq]مزرع[tee] الغابات[dbq] مجمع سكني آيكولوجي في بلض[tee] هواتسوا بحي مينهانغ،[;],البح . «مزاع القابالب * مجح تكن الكوزر ل بلد» راتسا بي منمائخ.,0.6042,1.1818,307
AHTD3A0078_Para3_4,EasyOCR,الكضيم[tee].  [dbq]مزرع[tee] الغابات[dbq] مجمع سكني آيكولوجي في بلض[tee] هواتسوا بحي مينهانغ،[;],""" مررعت الفابا "" مجع سكن . مكولوجى مي بلاه   وانسرا  بحي منها & لعر بق",0.6042,1.3636,6730
AHTD3A0078_Para3_4,PaddleOCR,الكضيم[tee].  [dbq]مزرع[tee] الغابات[dbq] مجمع سكني آيكولوجي في بلض[tee] هواتسوا بحي مينهانغ،[;],غنارني يصب استاو ةدلب إم يبرلرك كرزما تميدقل ىنكس ككاباغلا ععم,0.8542,1.0,193
AHTD3A0078_Para3_5,Tesseract,يطور ثكاف[tee] المزارع الك[laaa]سيكي[tee] ا[laae]رروبي[tee] ، ويطبك النمط .[;],,1.0,1.0,303
AHTD3A0078_Para3_5,EasyOCR,يطور ثكاف[tee] المزارع الك[laaa]سيكي[tee] ا[laae]رروبي[tee] ، ويطبك النمط .[;],ردطبن النمد < لطو ثعامن الزاع الكلاسكطً الأز»هت,0.8462,1.0,4899
AHTD3A0078_Para3_5,PaddleOCR,يطور ثكاف[tee] المزارع الك[laaa]سيكي[tee] ا[laae]رروبي[tee] ، ويطبك النمط .[;],ءطنلآ قبطوو الكلا تبكيس يرألا عرازملا ةياقث,0.8205,1.0,169
AHTD3A0078_Para4_4,Tesseract,بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,عقا م داء) د )سر,0.8333,1.0,192
AHTD3A0078_Para4_4,EasyOCR,بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,غذ ٢ اء  ب,0.8889,1.0,1287
AHTD3A0078_Para4_4,PaddleOCR,بكلمات لا أفهمها مثل انكد بغلس له الدابط لزمتك .  سألت,ظمع كم ءا,0.9074,1.0,372
AHTD3A0078_Para4_7,Tesseract,غيظ  ناح   بث  نسر.,عقا م داء) د )سر,0.6842,1.25,183
AHTD3A0078_Para4_7,EasyOCR,غيظ  ناح   بث  نسر.,غذ ٢ اء  ب,0.6842,1.0,1300
AHTD3A0078_Para4_7,PaddleOCR,غيظ  ناح   بث  نسر.,ظمع كم ءا,0.8421,1.0,81
AHTD3A0080_Para1_1,Tesseract,ذهب نوح مظفر درغام بصحبة رؤوف بن لؤي رايك ظافر عطعوط وهلال خازن عفيف للحج .,"9 . باء اب صم 3 ,' مح , . دعب نوج مقي رطام بصبحبة روت بالّي رابق ظاطر خطقوط لان خازدر عطي ناد ٠‏",0.76,1.5625,361
